target,dataset_path,submission_id,temperature,drafter,example_id_nunique,new_toks,ttft_ms,tpot_ms,out_toks_per_sec,speedup
meta-llama/Llama-3.1-8B-Instruct,cnn_dailymail,2025-02-06_06-40-21_e14af1d,1,meta-llama/Llama-3.2-1B-Instruct,29,499.4,93.7,17.6,56.1,1.24
meta-llama/Llama-3.1-8B-Instruct,cnn_dailymail,2025-02-06_06-40-21_e14af1d,1,meta-llama/Llama-3.2-3B-Instruct,29,482.2,158.5,24.3,40.9,0.9
meta-llama/Llama-3.1-8B-Instruct,openai/openai_humaneval,2025-02-06_06-40-21_e14af1d,0,No Drafter (Autoregressive),30,512.0,30.9,21.6,46.4,1.0
meta-llama/Llama-3.1-8B-Instruct,openai/openai_humaneval,2025-02-06_06-40-21_e14af1d,0,Qwen/Qwen2.5-0.5B-Instruct,30,512.0,237.2,47.4,8.0,0.17
meta-llama/Llama-3.1-8B-Instruct,openai/openai_humaneval,2025-02-06_06-40-21_e14af1d,0,double7/vicuna-68m,30,512.0,36.4,23.6,35.5,0.77
meta-llama/Llama-3.1-8B-Instruct,openai/openai_humaneval,2025-02-06_06-40-21_e14af1d,0,meta-llama/Llama-3.2-1B-Instruct,30,512.0,155.4,12.6,77.0,1.66
meta-llama/Llama-3.1-8B-Instruct,openai/openai_humaneval,2025-02-06_06-40-21_e14af1d,0,meta-llama/Llama-3.2-3B-Instruct,30,512.0,317.3,19.7,49.2,1.06
meta-llama/Llama-3.1-8B-Instruct,openai/openai_humaneval,2025-02-06_06-40-21_e14af1d,1,No Drafter (Autoregressive),30,483.7,30.9,22.0,45.4,1.0
meta-llama/Llama-3.1-8B-Instruct,openai/openai_humaneval,2025-02-06_06-40-21_e14af1d,1,Qwen/Qwen2.5-0.5B-Instruct,30,512.0,161.9,21.1,45.9,1.01
meta-llama/Llama-3.1-8B-Instruct,openai/openai_humaneval,2025-02-06_06-40-21_e14af1d,1,double7/vicuna-68m,30,512.0,39.9,19.1,51.6,1.14
meta-llama/Llama-3.1-8B-Instruct,openai/openai_humaneval,2025-02-06_06-40-21_e14af1d,1,meta-llama/Llama-3.2-1B-Instruct,30,497.6,133.0,15.0,65.7,1.45
meta-llama/Llama-3.1-8B-Instruct,openai/openai_humaneval,2025-02-06_06-40-21_e14af1d,1,meta-llama/Llama-3.2-3B-Instruct,30,496.9,252.1,21.8,45.5,1.0
meta-llama/Llama-3.1-8B-Instruct,tau/scrolls,2025-02-06_06-40-21_e14af1d,0,No Drafter (Autoregressive),30,510.7,241.5,35.2,27.1,1.0
meta-llama/Llama-3.1-8B-Instruct,tau/scrolls,2025-02-06_06-40-21_e14af1d,0,Qwen/Qwen2.5-0.5B-Instruct,30,511.0,279.6,40.7,21.1,0.78
meta-llama/Llama-3.1-8B-Instruct,tau/scrolls,2025-02-06_06-40-21_e14af1d,0,double7/vicuna-68m,30,510.7,257.2,26.9,36.2,1.33
meta-llama/Llama-3.1-8B-Instruct,tau/scrolls,2025-02-06_06-40-21_e14af1d,0,meta-llama/Llama-3.2-1B-Instruct,30,510.7,277.6,20.0,48.9,1.8
meta-llama/Llama-3.1-8B-Instruct,tau/scrolls,2025-02-06_06-40-21_e14af1d,0,meta-llama/Llama-3.2-3B-Instruct,30,510.7,365.9,28.9,34.2,1.26
meta-llama/Llama-3.1-8B-Instruct,tau/scrolls,2025-02-06_06-40-21_e14af1d,1,No Drafter (Autoregressive),30,499.0,241.2,35.4,27.0,1.0
meta-llama/Llama-3.1-8B-Instruct,tau/scrolls,2025-02-06_06-40-21_e14af1d,1,Qwen/Qwen2.5-0.5B-Instruct,30,508.5,283.0,26.6,37.2,1.38
meta-llama/Llama-3.1-8B-Instruct,tau/scrolls,2025-02-06_06-40-21_e14af1d,1,double7/vicuna-68m,30,502.4,248.5,27.7,35.1,1.3
meta-llama/Llama-3.1-8B-Instruct,tau/scrolls,2025-02-06_06-40-21_e14af1d,1,meta-llama/Llama-3.2-1B-Instruct,30,475.2,278.6,19.3,51.1,1.89
meta-llama/Llama-3.1-8B-Instruct,tau/scrolls,2025-02-06_06-40-21_e14af1d,1,meta-llama/Llama-3.2-3B-Instruct,30,488.5,359.2,25.3,39.2,1.45
microsoft/phi-4,tau/scrolls,2025-02-06_06-40-46_ea3ed4b,0,No Drafter (Autoregressive),17,469.9,479.2,59.6,15.9,1.0
microsoft/phi-4,tau/scrolls,2025-02-06_06-40-46_ea3ed4b,0,Qwen/Qwen2.5-0.5B-Instruct,17,469.9,481.3,32.7,29.1,1.83
microsoft/phi-4,tau/scrolls,2025-02-06_06-40-46_ea3ed4b,0,microsoft/Phi-3.5-mini-instruct,17,468.0,1281.8,60.1,15.8,1.0
microsoft/phi-4,tau/scrolls,2025-02-06_06-40-46_ea3ed4b,1,No Drafter (Autoregressive),17,494.4,477.4,53.6,18.0,1.0
microsoft/phi-4,tau/scrolls,2025-02-06_06-40-46_ea3ed4b,1,Qwen/Qwen2.5-0.5B-Instruct,17,474.5,487.7,31.2,31.1,1.73
microsoft/phi-4,tau/scrolls,2025-02-06_06-40-46_ea3ed4b,1,microsoft/Phi-3.5-mini-instruct,17,486.5,1282.4,57.8,17.1,0.95
microsoft/phi-4,tau/scrolls,2025-02-06_17-07-07_ab73cc7,0,No Drafter (Autoregressive),16,447.4,461.1,48.7,19.6,1.0
microsoft/phi-4,tau/scrolls,2025-02-06_17-07-07_ab73cc7,0,Qwen/Qwen2.5-0.5B-Instruct,16,447.4,441.4,32.8,22.4,1.14
microsoft/phi-4,tau/scrolls,2025-02-06_17-07-07_ab73cc7,0,microsoft/Phi-3.5-mini-instruct,16,447.4,1145.6,59.7,15.8,0.81
microsoft/phi-4,tau/scrolls,2025-02-06_17-07-07_ab73cc7,1,No Drafter (Autoregressive),16,496.8,457.9,48.6,19.4,1.0
microsoft/phi-4,tau/scrolls,2025-02-06_17-07-07_ab73cc7,1,Qwen/Qwen2.5-0.5B-Instruct,16,484.2,448.8,31.3,31.5,1.62
microsoft/phi-4,tau/scrolls,2025-02-06_17-07-07_ab73cc7,1,microsoft/Phi-3.5-mini-instruct,16,485.1,1136.7,57.7,17.0,0.88
mistralai/Mixtral-8x22B-Instruct-v0.1,cnn_dailymail,2025-02-06_06-42-07_ea3ed4b,0,No Drafter (Autoregressive),22,207.4,269.6,128.1,7.8,1.0
mistralai/Mixtral-8x22B-Instruct-v0.1,cnn_dailymail,2025-02-06_06-42-07_ea3ed4b,0,Qwen/Qwen2.5-0.5B-Instruct,22,209.6,315.9,68.7,13.4,1.71
mistralai/Mixtral-8x22B-Instruct-v0.1,cnn_dailymail,2025-02-06_06-42-07_ea3ed4b,0,double7/vicuna-68m,22,203.2,304.8,58.3,16.2,2.07
mistralai/Mixtral-8x22B-Instruct-v0.1,cnn_dailymail,2025-02-06_06-42-07_ea3ed4b,1,No Drafter (Autoregressive),22,201.8,269.6,128.2,7.8,1.0
mistralai/Mixtral-8x22B-Instruct-v0.1,cnn_dailymail,2025-02-06_06-42-07_ea3ed4b,1,Qwen/Qwen2.5-0.5B-Instruct,22,203.4,301.8,88.9,11.1,1.43
mistralai/Mixtral-8x22B-Instruct-v0.1,cnn_dailymail,2025-02-06_06-42-07_ea3ed4b,1,double7/vicuna-68m,22,205.8,295.6,80.1,12.3,1.57
mistralai/Mixtral-8x22B-Instruct-v0.1,cnn_dailymail,2025-02-06_21-32-25_ab73cc7,0,No Drafter (Autoregressive),20,208.7,266.8,127.9,7.8,1.0
mistralai/Mixtral-8x22B-Instruct-v0.1,cnn_dailymail,2025-02-06_21-32-25_ab73cc7,0,Qwen/Qwen2.5-0.5B-Instruct,20,210.0,321.2,68.3,13.3,1.71
mistralai/Mixtral-8x22B-Instruct-v0.1,cnn_dailymail,2025-02-06_21-32-25_ab73cc7,0,double7/vicuna-68m,20,203.0,302.4,57.3,16.4,2.1
mistralai/Mixtral-8x22B-Instruct-v0.1,cnn_dailymail,2025-02-06_21-32-25_ab73cc7,1,No Drafter (Autoregressive),20,213.2,266.8,128.1,7.8,1.0
mistralai/Mixtral-8x22B-Instruct-v0.1,cnn_dailymail,2025-02-06_21-32-25_ab73cc7,1,Qwen/Qwen2.5-0.5B-Instruct,20,213.2,294.5,88.9,11.2,1.43
mistralai/Mixtral-8x22B-Instruct-v0.1,cnn_dailymail,2025-02-06_21-32-25_ab73cc7,1,double7/vicuna-68m,20,203.2,297.3,81.0,11.9,1.53
mistralai/Mixtral-8x22B-Instruct-v0.1,openai/openai_humaneval,2025-02-06_06-42-07_ea3ed4b,0,No Drafter (Autoregressive),21,330.0,214.8,127.4,7.8,1.0
mistralai/Mixtral-8x22B-Instruct-v0.1,openai/openai_humaneval,2025-02-06_21-32-25_ab73cc7,0,No Drafter (Autoregressive),10,333.1,217.5,127.9,7.8,1.0
mistralai/Mixtral-8x22B-Instruct-v0.1,openai/openai_humaneval,2025-02-06_21-32-25_ab73cc7,0,Qwen/Qwen2.5-0.5B-Instruct,10,334.8,484.4,70.2,12.0,1.53
mistralai/Mixtral-8x22B-Instruct-v0.1,openai/openai_humaneval,2025-02-06_21-32-25_ab73cc7,0,double7/vicuna-68m,10,345.5,231.5,73.3,12.6,1.61
mistralai/Mixtral-8x22B-Instruct-v0.1,openai/openai_humaneval,2025-02-06_21-32-25_ab73cc7,1,No Drafter (Autoregressive),10,309.3,217.5,128.1,7.8,1.0
mistralai/Mixtral-8x22B-Instruct-v0.1,openai/openai_humaneval,2025-02-06_21-32-25_ab73cc7,1,Qwen/Qwen2.5-0.5B-Instruct,10,409.2,266.9,90.6,10.9,1.4
mistralai/Mixtral-8x22B-Instruct-v0.1,openai/openai_humaneval,2025-02-06_21-32-25_ab73cc7,1,double7/vicuna-68m,10,324.1,228.5,74.8,13.0,1.67
mistralai/Mixtral-8x22B-Instruct-v0.1,tau/scrolls,2025-02-06_06-42-07_ea3ed4b,0,No Drafter (Autoregressive),27,186.6,1366.0,162.9,6.1,1.0
mistralai/Mixtral-8x22B-Instruct-v0.1,tau/scrolls,2025-02-06_06-42-07_ea3ed4b,0,Qwen/Qwen2.5-0.5B-Instruct,27,182.7,1406.3,62.9,14.0,2.31
mistralai/Mixtral-8x22B-Instruct-v0.1,tau/scrolls,2025-02-06_06-42-07_ea3ed4b,0,double7/vicuna-68m,27,186.6,1386.0,130.2,7.5,1.24
mistralai/Mixtral-8x22B-Instruct-v0.1,tau/scrolls,2025-02-06_06-42-07_ea3ed4b,1,No Drafter (Autoregressive),27,224.4,1366.0,161.8,6.1,1.0
mistralai/Mixtral-8x22B-Instruct-v0.1,tau/scrolls,2025-02-06_06-42-07_ea3ed4b,1,Qwen/Qwen2.5-0.5B-Instruct,27,257.3,1397.0,88.2,11.2,1.84
mistralai/Mixtral-8x22B-Instruct-v0.1,tau/scrolls,2025-02-06_06-42-07_ea3ed4b,1,double7/vicuna-68m,27,259.6,1369.7,137.5,7.2,1.18
mistralai/Mixtral-8x22B-Instruct-v0.1,tau/scrolls,2025-02-06_21-32-25_ab73cc7,0,No Drafter (Autoregressive),25,193.8,1331.9,163.0,6.0,1.0
mistralai/Mixtral-8x22B-Instruct-v0.1,tau/scrolls,2025-02-06_21-32-25_ab73cc7,0,Qwen/Qwen2.5-0.5B-Instruct,25,189.8,1414.2,81.0,10.3,1.71
mistralai/Mixtral-8x22B-Instruct-v0.1,tau/scrolls,2025-02-06_21-32-25_ab73cc7,0,double7/vicuna-68m,25,193.7,1344.5,132.5,7.4,1.24
mistralai/Mixtral-8x22B-Instruct-v0.1,tau/scrolls,2025-02-06_21-32-25_ab73cc7,1,No Drafter (Autoregressive),25,227.9,1334.7,168.7,5.9,1.0
mistralai/Mixtral-8x22B-Instruct-v0.1,tau/scrolls,2025-02-06_21-32-25_ab73cc7,1,Qwen/Qwen2.5-0.5B-Instruct,25,236.4,1372.6,97.8,9.9,1.69
mistralai/Mixtral-8x22B-Instruct-v0.1,tau/scrolls,2025-02-06_21-32-25_ab73cc7,1,double7/vicuna-68m,25,232.6,1329.7,138.2,7.2,1.22
